id,waktu,hari,idlampu,status
721,145,3,1,0
722,146,3,1,0
723,147,3,1,0
724,148,3,1,0
725,149,3,1,0
726,150,3,1,0
727,151,3,1,0
728,152,3,1,0
729,153,3,1,0
730,154,3,1,0
731,155,3,1,0
732,156,3,1,0
733,157,3,1,0
734,158,3,1,0
735,159,3,1,0
736,160,3,1,0
737,161,3,1,0
738,162,3,1,0
739,163,3,1,0
740,164,3,1,0
741,165,3,1,0
742,166,3,1,0
743,167,3,1,0
744,168,3,1,0
745,169,3,1,0
746,170,3,1,0
747,171,3,1,0
748,172,3,1,0
749,173,3,1,0
750,174,3,1,0
751,175,3,1,0
752,176,3,1,0
753,177,3,1,0
754,178,3,1,0
755,179,3,1,0
756,180,3,1,0
757,181,3,1,0
758,182,3,1,0
759,183,3,1,1
760,184,3,1,1
761,185,3,1,1
762,186,3,1,1
763,187,3,1,1
764,188,3,1,1
765,189,3,1,1
766,190,3,1,1
767,191,3,1,1
768,192,3,1,1
769,193,3,1,1
770,194,3,1,1
771,195,3,1,1
772,196,3,1,1
773,197,3,1,1
774,198,3,1,1
775,199,3,1,1
776,200,3,1,1
777,201,3,1,1
778,202,3,1,1
779,203,3,1,1
780,204,3,1,1
781,205,3,1,1
782,206,3,1,1
783,207,3,1,1
784,208,3,1,1
785,209,3,1,1
786,210,3,1,1
787,211,3,1,1
788,212,3,1,1
789,213,3,1,1
790,214,3,1,1
791,215,3,1,1
792,216,3,1,1
793,217,3,1,1
794,218,3,1,1
795,219,3,1,1
796,220,3,1,1
797,221,3,1,1
798,222,3,1,1
799,223,3,1,1
800,224,3,1,1
801,225,3,1,1
802,226,3,1,1
803,227,3,1,1
804,228,3,1,1
805,229,3,1,1
806,230,3,1,1
807,231,3,1,1
808,232,3,1,0
809,233,3,1,0
810,234,3,1,0
811,235,3,1,0
812,236,3,1,0
813,237,3,1,0
814,238,3,1,0
815,239,3,1,0
816,240,3,1,0
817,241,3,1,0
818,242,3,1,0
819,243,3,1,0
820,244,3,1,0
821,245,3,1,0
822,246,3,1,0
823,247,3,1,0
824,248,3,1,0
825,249,3,1,0
826,250,3,1,0
827,251,3,1,0
828,252,3,1,0
829,253,3,1,0
830,254,3,1,0
831,255,3,1,0
832,256,3,1,0
833,257,3,1,0
834,258,3,1,0
835,259,3,1,0
836,260,3,1,0
837,261,3,1,0
838,262,3,1,0
839,263,3,1,0
840,264,3,1,0
841,265,3,1,0
842,266,3,1,0
843,267,3,1,0
844,268,3,1,0
845,269,3,1,0
846,270,3,1,0
847,271,3,1,0
848,272,3,1,0
849,273,3,1,0
850,274,3,1,0
851,275,3,1,0
852,276,3,1,0
853,277,3,1,0
854,278,3,1,0
855,279,3,1,0
856,280,3,1,0
857,281,3,1,0
858,282,3,1,0
859,283,3,1,0
860,284,3,1,0
861,285,3,1,0
862,286,3,1,0
863,287,3,1,0
864,288,3,1,0
865,1,4,1,0
866,2,4,1,0
867,3,4,1,0
868,4,4,1,0
869,5,4,1,0
870,6,4,1,0
871,7,4,1,0
872,8,4,1,0
873,9,4,1,0
874,10,4,1,0
875,11,4,1,0
876,12,4,1,0
877,13,4,1,0
878,14,4,1,0
879,15,4,1,0
880,16,4,1,0
881,17,4,1,0
882,18,4,1,0
883,19,4,1,0
884,20,4,1,0
885,21,4,1,0
886,22,4,1,0
887,23,4,1,0
888,24,4,1,0
889,25,4,1,0
890,26,4,1,0
891,27,4,1,0
892,28,4,1,0
893,29,4,1,0
894,30,4,1,0
895,31,4,1,0
896,32,4,1,0
897,33,4,1,0
898,34,4,1,0
899,35,4,1,0
900,36,4,1,0
901,37,4,1,0
902,38,4,1,0
903,39,4,1,0
904,40,4,1,0
905,41,4,1,0
906,42,4,1,0
907,43,4,1,0
908,44,4,1,0
909,45,4,1,0
910,46,4,1,0
911,47,4,1,0
912,48,4,1,0
913,49,4,1,0
914,50,4,1,0
915,51,4,1,0
916,52,4,1,0
917,53,4,1,0
918,54,4,1,0
919,55,4,1,0
920,56,4,1,0
921,57,4,1,0
922,58,4,1,0
923,59,4,1,0
924,60,4,1,0
925,61,4,1,0
926,62,4,1,0
927,63,4,1,0
928,64,4,1,0
929,65,4,1,0
930,66,4,1,0
931,67,4,1,0
932,68,4,1,0
933,69,4,1,0
934,70,4,1,0
935,71,4,1,0
936,72,4,1,0
937,73,4,1,0
938,74,4,1,0
939,75,4,1,0
940,76,4,1,0
941,77,4,1,0
942,78,4,1,0
943,79,4,1,0
944,80,4,1,0
945,81,4,1,0
946,82,4,1,0
947,83,4,1,0
948,84,4,1,0
949,85,4,1,0
950,86,4,1,0
951,87,4,1,0
952,88,4,1,0
953,89,4,1,0
954,90,4,1,0
955,91,4,1,1
956,92,4,1,1
957,93,4,1,1
958,94,4,1,1
959,95,4,1,1
960,96,4,1,1
961,97,4,1,1
962,98,4,1,1
963,99,4,1,1
964,100,4,1,1
965,101,4,1,1
966,102,4,1,1
967,103,4,1,1
968,104,4,1,1
969,105,4,1,1
970,106,4,1,1
971,107,4,1,1
972,108,4,1,1
973,109,4,1,1
974,110,4,1,1
975,111,4,1,1
976,112,4,1,1
977,113,4,1,1
978,114,4,1,1
979,115,4,1,1
980,116,4,1,1
981,117,4,1,1
982,118,4,1,1
983,119,4,1,1
984,120,4,1,1
985,121,4,1,1
986,122,4,1,1
987,123,4,1,1
988,124,4,1,1
989,125,4,1,1
990,126,4,1,1
991,127,4,1,1
992,128,4,1,1
993,129,4,1,1
994,130,4,1,1
995,131,4,1,1
996,132,4,1,1
997,133,4,1,1
998,134,4,1,1
999,135,4,1,1
1000,136,4,1,1
1001,137,4,1,1
1002,138,4,1,1
1003,139,4,1,1
1004,140,4,1,1
1005,141,4,1,1
1006,142,4,1,1
1007,143,4,1,1
1008,144,4,1,1
1009,145,4,1,1
1010,146,4,1,1
1011,147,4,1,1
1012,148,4,1,1
1013,149,4,1,1
1014,150,4,1,1
1015,151,4,1,1
1016,152,4,1,1
1017,153,4,1,1
1018,154,4,1,1
1019,155,4,1,1
1020,156,4,1,1
1021,157,4,1,1
1022,158,4,1,1
1023,159,4,1,1
1024,160,4,1,1
1025,161,4,1,1
1026,162,4,1,1
1027,163,4,1,1
1028,164,4,1,1
1029,165,4,1,1
1030,166,4,1,1
1031,167,4,1,1
1032,168,4,1,1
1033,169,4,1,1
1034,170,4,1,1
1035,171,4,1,1
1036,172,4,1,1
1037,173,4,1,1
1038,174,4,1,1
1039,175,4,1,1
1040,176,4,1,1
1041,177,4,1,1
1042,178,4,1,1
1043,179,4,1,1
1044,180,4,1,1
1045,181,4,1,1
1046,182,4,1,1
1047,183,4,1,1
1048,184,4,1,1
1049,185,4,1,1
1050,186,4,1,1
1051,187,4,1,1
1052,188,4,1,1
1053,189,4,1,1
1054,190,4,1,1
1055,191,4,1,1
1056,192,4,1,1
1057,193,4,1,1
1058,194,4,1,1
1059,195,4,1,1
1060,196,4,1,1
1061,197,4,1,1
1062,198,4,1,1
1063,199,4,1,1
1064,200,4,1,1
1065,201,4,1,1
1066,202,4,1,1
1067,203,4,1,1
1068,204,4,1,1
1069,205,4,1,1
1070,206,4,1,1
1071,207,4,1,1
1072,208,4,1,1
1073,209,4,1,1
1074,210,4,1,1
1075,211,4,1,1
1076,212,4,1,1
1077,213,4,1,1
1078,214,4,1,1
1079,215,4,1,1
1080,216,4,1,1
1081,217,4,1,1
1082,218,4,1,1
1083,219,4,1,1
1084,220,4,1,1
1085,221,4,1,1
1086,222,4,1,1
1087,223,4,1,1
1088,224,4,1,1
1089,225,4,1,1
1090,226,4,1,1
1091,227,4,1,1
1092,228,4,1,0
1093,229,4,1,0
1094,230,4,1,0
1095,231,4,1,0
1096,232,4,1,0
1097,233,4,1,0
1098,234,4,1,0
1099,235,4,1,0
1100,236,4,1,0
1101,237,4,1,0
1102,238,4,1,0
1103,239,4,1,0
1104,240,4,1,0
1105,241,4,1,0
1106,242,4,1,0
1107,243,4,1,0
1108,244,4,1,0
1109,245,4,1,0
1110,246,4,1,0
1111,247,4,1,0
1112,248,4,1,0
1113,249,4,1,0
1114,250,4,1,0
1115,251,4,1,0
1116,252,4,1,0
1117,253,4,1,0
1118,254,4,1,0
1119,255,4,1,0
1120,256,4,1,0
1121,257,4,1,0
1122,258,4,1,0
1123,259,4,1,0
1124,260,4,1,0
1125,261,4,1,0
1126,262,4,1,0
1127,263,4,1,0
1128,264,4,1,0
1129,265,4,1,0
1130,266,4,1,0
1131,267,4,1,0
1132,268,4,1,0
1133,269,4,1,0
1134,270,4,1,0
1135,271,4,1,0
1136,272,4,1,0
1137,273,4,1,0
1138,274,4,1,0
1139,275,4,1,0
1140,276,4,1,0
1141,277,4,1,0
1142,278,4,1,0
1143,279,4,1,0
1144,280,4,1,0
1145,281,4,1,0
1146,282,4,1,0
1147,283,4,1,0
1148,284,4,1,0
1149,285,4,1,0
1150,286,4,1,0
1151,287,4,1,0
1152,288,4,1,0
1153,1,5,1,0
1154,2,5,1,0
1155,3,5,1,0
1156,4,5,1,0
1157,5,5,1,0
1158,6,5,1,0
1159,7,5,1,0
1160,8,5,1,0
1161,9,5,1,0
1162,10,5,1,0
1163,11,5,1,0
1164,12,5,1,0
1165,13,5,1,0
1166,14,5,1,0
1167,15,5,1,0
1168,16,5,1,0
1169,17,5,1,0
1170,18,5,1,0
1171,19,5,1,0
1172,20,5,1,0
1173,21,5,1,0
1174,22,5,1,0
1175,23,5,1,0
1176,24,5,1,0
1177,25,5,1,0
1178,26,5,1,0
1179,27,5,1,0
1180,28,5,1,0
1181,29,5,1,0
1182,30,5,1,0
1183,31,5,1,0
1184,32,5,1,0
1185,33,5,1,0
1186,34,5,1,0
1187,35,5,1,0
1188,36,5,1,0
1189,37,5,1,0
1190,38,5,1,0
1191,39,5,1,0
1192,40,5,1,0
1193,41,5,1,0
1194,42,5,1,0
1195,43,5,1,0
1196,44,5,1,0
1197,45,5,1,0
1198,46,5,1,0
1199,47,5,1,0
1200,48,5,1,0
1201,49,5,1,0
1202,50,5,1,0
1203,51,5,1,0
1204,52,5,1,0
1205,53,5,1,0
1206,54,5,1,0
1207,55,5,1,0
1208,56,5,1,0
1209,57,5,1,0
1210,58,5,1,0
1211,59,5,1,0
1212,60,5,1,0
1213,61,5,1,0
1214,62,5,1,0
1215,63,5,1,0
1216,64,5,1,0
1217,65,5,1,0
1218,66,5,1,0
1219,67,5,1,0
1220,68,5,1,0
1221,69,5,1,0
1222,70,5,1,0
1223,71,5,1,0
1224,72,5,1,0
1225,73,5,1,0
1226,74,5,1,0
1227,75,5,1,0
1228,76,5,1,0
1229,77,5,1,0
1230,78,5,1,0
1231,79,5,1,0
1232,80,5,1,0
1233,81,5,1,0
1234,82,5,1,0
1235,83,5,1,0
1236,84,5,1,0
1237,85,5,1,0
1238,86,5,1,0
1239,87,5,1,0
1240,88,5,1,0
1241,89,5,1,0
1242,90,5,1,0
1243,91,5,1,0
1244,92,5,1,0
1245,93,5,1,0
1246,94,5,1,0
1247,95,5,1,0
1248,96,5,1,1
1249,97,5,1,1
1250,98,5,1,1
1251,99,5,1,1
1252,100,5,1,1
1253,101,5,1,1
1254,102,5,1,1
1255,103,5,1,1
1256,104,5,1,1
1257,105,5,1,1
1258,106,5,1,1
1259,107,5,1,1
1260,108,5,1,1
1261,109,5,1,1
1262,110,5,1,1
1263,111,5,1,1
1264,112,5,1,1
1265,113,5,1,1
1266,114,5,1,1
1267,115,5,1,1
1268,116,5,1,1
1269,117,5,1,1
1270,118,5,1,1
1271,119,5,1,1
1272,120,5,1,1
1273,121,5,1,1
1274,122,5,1,1
1275,123,5,1,1
1276,124,5,1,1
1277,125,5,1,1
1278,126,5,1,1
1279,127,5,1,1
1280,128,5,1,1
1281,129,5,1,1
1282,130,5,1,1
1283,131,5,1,1
1284,132,5,1,1
1285,133,5,1,1
1286,134,5,1,1
1287,135,5,1,1
1288,136,5,1,1
1289,137,5,1,1
1290,138,5,1,1
1291,139,5,1,1
1292,140,5,1,1
1293,141,5,1,1
1294,142,5,1,1
1295,143,5,1,1
1296,144,5,1,1
1297,145,5,1,1
1298,146,5,1,1
1299,147,5,1,1
1300,148,5,1,1
1301,149,5,1,1
1302,150,5,1,1
1303,151,5,1,1
1304,152,5,1,1
1305,153,5,1,1
1306,154,5,1,1
1307,155,5,1,1
1308,156,5,1,1
1309,157,5,1,1
1310,158,5,1,1
1311,159,5,1,1
1312,160,5,1,1
1313,161,5,1,1
1314,162,5,1,1
1315,163,5,1,1
1316,164,5,1,0
1317,165,5,1,0
1318,166,5,1,0
1319,167,5,1,0
1320,168,5,1,0
1321,169,5,1,0
1322,170,5,1,0
1323,171,5,1,0
1324,172,5,1,0
1325,173,5,1,0
1326,174,5,1,0
1327,175,5,1,0
1328,176,5,1,0
1329,177,5,1,0
1330,178,5,1,0
1331,179,5,1,0
1332,180,5,1,0
1333,181,5,1,0
1334,182,5,1,0
1335,183,5,1,0
1336,184,5,1,0
1337,185,5,1,0
1338,186,5,1,0
1339,187,5,1,0
1340,188,5,1,0
1341,189,5,1,0
1342,190,5,1,0
1343,191,5,1,0
1344,192,5,1,0
1345,193,5,1,0
1346,194,5,1,0
1347,195,5,1,0
1348,196,5,1,0
1349,197,5,1,0
1350,198,5,1,0
1351,199,5,1,0
1352,200,5,1,0
1353,201,5,1,0
1354,202,5,1,0
1355,203,5,1,0
1356,204,5,1,0
1357,205,5,1,0
1358,206,5,1,0
1359,207,5,1,0
1360,208,5,1,0
